Track,Artist,Uri,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Title,Stream
WHOLE LOTTA MONEY,BIA,spotify:track:5yorXJWdBan1Vlh116ZtQ7,0.897,0.371,1.0,-5.019,0.368,0.0904,0.0,0.325,0.441,81.008,156005.0,BIA - WHOLE LOTTA MONEY (Official Music Video),87232855.0
WHOLE LOTTA MONEY (feat. Nicki Minaj) - Remix,BIA,spotify:track:67G6iaOw8DZqp1z8STR89R,0.893,0.463,1.0,-5.301,0.36,0.199,0.0,0.318,0.591,81.026,229601.0,BIA - WHOLE LOTTA MONEY (Remix - Official Audio) ft. Nicki Minaj,96476850.0
WIN,Jay Rock,spotify:track:69WMdZSqdQwFgLVpbMsZ2J,0.879,0.595,1.0,-2.936,0.0889,0.0152,0.0,0.391,0.355,125.994,215227.0,Jay Rock - WIN,129740443.0
WITCH,Youjeen,spotify:track:5yP3zDGcmEJBUHhhfGy6AP,0.437,0.905,9.0,-4.461,0.0411,7.05e-06,0.0115,0.312,0.473,96.967,319400.0,Youjeen - Witch,
WITHOUT YOU,The Kid LAROI,spotify:track:1KMkcUvF7m3SDChDOa7i5L,0.662,0.413,0.0,-7.357,0.0299,0.213,0.0,0.134,0.467,93.005,161385.0,The Kid LAROI - WITHOUT YOU (Official Video),795530784.0
WITHOUT YOU (with Miley Cyrus),Miley Cyrus-The Kid LAROI,spotify:track:1EHUQesfVKwbthtNcpBi9g,0.655,0.469,0.0,-6.257,0.0292,0.173,0.0,0.0956,0.467,92.56,161385.0,"The Kid LAROI, Miley Cyrus - WITHOUT YOU (With Miley Cyrus - Official Video)",192678635.0
WOH,Dino James-Badshah,spotify:track:1QUU43rTDMnGl4xyaIfsYN,0.753,0.594,3.0,-6.948,0.307,0.536,0.00038,0.304,0.478,189.909,328421.0,WOH (Official Video) - Ikka x Dino James x Badshah | Def Jam India,13593263.0
WONDERLAND,ATEEZ,spotify:track:6k67RdkVjTZj79c1cRz7IQ,0.572,0.964,4.0,-1.949,0.123,0.0503,0.0,0.372,0.519,129.979,199013.0,ATEEZ(에이티즈) - 'WONDERLAND' Official MV,91048507.0
WORTH NOTHING - Fast & Furious: Drift Tape/Phonk Vol 1,Oliver Tree,spotify:track:5Zlb01Jcn0Ld49zazzZJSB,0.604,0.601,2.0,-7.887,0.0628,0.15,0.000579,0.168,0.156,139.88,164629.0,Twisted & Oliver Tree - “WORTH NOTHING” (Fast and Furious: Drift Tape/Phonk Vol 1) [Official Audio],103203745.0
WOW,Ati242,spotify:track:4kSqYkWqXbwqGeGtnA7QJD,0.692,0.871,8.0,-5.963,0.102,0.189,0.0,0.2,0.535,137.886,182168.0,Ati242 - WOW (Official Video),8157513.0
WOW (feat. Sabrina Carpenter) - Remix,Zara Larsson,spotify:track:5WokFKscrfGEGGLPTu3jgO,0.702,0.744,6.0,-4.063,0.0861,0.469,0.0,0.0915,0.305,77.486,179653.0,Zara Larsson - WOW (Remix - Official Music Video) ft. Sabrina Carpenter,73021994.0
WTH,Freddie Dredd,spotify:track:6J9UUQSQ9Vm9fh6vZgLlzu,0.795,0.6,10.0,-6.92,0.282,0.0394,0.0517,0.097,0.452,142.971,99808.0,Freddie Dredd - WTH (Official Audio),56025644.0
WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),"Tyler, The Creator-Ty Dolla $ign-YoungBoy Never Broke Again",spotify:track:5B0kgjHULYJhAQkK5XsMoC,0.493,0.653,0.0,-5.666,0.0466,0.269,0.0,0.511,0.852,142.347,121573.0,"Tyler, The Creator - WUSYANAME (Lyrics) ft. YoungBoy Never Broke Again & Ty Dolla $ign",210423821.0
WWE: Broken Dreams (Drew McIntyre) [feat. Shaman's Harvest],WWE,spotify:track:1k3Ua77F9j4vwyAxuE1jWP,0.433,0.67,8.0,-10.4,0.0365,0.0179,1.63e-06,0.112,0.335,160.087,267634.0,"Drew McIntyre's 2010 v2 Titantron Entrance Video feat. ""Broken Dreams v2"" Theme [HD]",5432460.0
WWE: Demon In Your Dreams (Rhea Ripley),WWE,spotify:track:5pngP9Zq5dv0jrdvDk08ou,0.516,0.95,1.0,-5.443,0.0998,0.0042,5.29e-06,0.423,0.313,104.958,141755.0,Rhea Ripley – Demon In Your Dreams (feat. Motionless In White) [Entrance Theme],1066812.0
WWE: Head of the Table (Roman Reigns),WWE,spotify:track:6uDbAF84weCrivI4T0QXbx,0.422,0.785,1.0,-5.475,0.036,0.000133,0.944,0.356,0.341,144.96,176400.0,"► ROMAN REIGNS || WRESTLEMANIA 2023 ""Head Of The Table"" || 6th WWE Custom Titantron | ᴴᴰ 60FPS",14853972.0
WWE: Shatter (Bray Wyatt),WWE,spotify:track:4S8RzeHLdmpFc8ohVomQFd,0.34,0.778,1.0,-6.297,0.0469,0.000569,0.00103,0.0416,0.0704,120.741,273742.0,"""Shatter"" by Code Orange (Official Release) | Bray Wyatt Official WWE Theme Song | 2022",1357372.0
WWE: The Time Is Now (John Cena),WWE,spotify:track:0wlVropyv3VsqG5HepMfu2,0.442,0.974,8.0,-4.327,0.348,0.0567,1.45e-06,0.12,0.283,174.003,176791.0,John Cena’s 2005 “My Time is Now” entrance video,38019858.0
WWE: Visionary (Seth Rollins),WWE,spotify:track:179pZIEqVbW4dwzWp4s1nj,0.513,0.976,2.0,-5.242,0.0649,5.79e-06,0.725,0.361,0.319,112.073,144437.0,Seth Rollins - Visionary (Entrance Theme),4335626.0
"Waada Raha Sanam (From ""Khiladi"")",Abhijeet,spotify:track:3SwkKcpCModXgfYCFn67CA,0.578,0.626,0.0,-8.722,0.0411,0.772,0.000639,0.111,0.779,125.956,367935.0,Waada Raha Sanam - HD VIDEO | Akshay Kumar & Ayesha Jhulka | Khiladi | Ishtar Music,11554306.0
Wag Mo Na Sana,Parokya Ni Edgar,spotify:track:0YiHMe3PNKIiXgbBO4R27r,0.616,0.654,7.0,-8.482,0.0295,0.42,0.00729,0.0942,0.522,125.679,178440.0,Wag Mo Na Sana - Parokya ni edgar,19919265.0
Wagon Wheel,Darius Rucker,spotify:track:3xdjjKMcMOFgo1eQrfbogM,0.537,0.66,9.0,-7.174,0.0296,0.455,0.0,0.135,0.574,148.096,298373.0,Darius Rucker - Wagon Wheel,540465195.0
Wait,M83,spotify:track:3rTnGUeDrnZV22DvRuUuXr,0.437,0.229,2.0,-10.514,0.0308,0.221,0.0599,0.0935,0.0754,147.911,343253.0,"M83 - ""Wait"" (Official Video)",293825176.0
Wait (The Whisper Song),Ying Yang Twins,spotify:track:5Y78yINSOCW6xbOfGWNBg4,0.933,0.513,7.0,-13.203,0.347,0.00112,0.00248,0.107,0.595,102.017,179160.0,Ying Yang Twins - Wait (The Whisper Song) (Official Music Video),56390855.0
Wait A Minute My Girl,Volbeat,spotify:track:6nDHNHOVNuWK48N24Fktcs,0.409,0.936,1.0,-5.712,0.0524,6.98e-05,0.00126,0.622,0.678,183.981,140053.0,Volbeat - Wait A Minute My Girl (Official Music Video),29691408.0
Wait For Now - Mary Lattimore Rework,The Cinematic Orchestra,spotify:track:78mtCAEloSALZNWeOuu3L0,0.359,0.284,3.0,-16.287,0.0326,0.823,0.425,0.148,0.128,130.574,410839.0,The Cinematic Orchestra - Wait For Now (feat. Tawiah) [Mary Lattimore Rework],1904719.0
Wait For You,Youjeen,spotify:track:0HAhyMtwpaykIErPUp7QEW,0.518,0.858,7.0,-4.601,0.0348,0.00109,9.02e-05,0.213,0.719,94.517,264760.0,Youjeen - Wait For You,
Wait On You (feat. Dante Bowe & Chandler Moore),Elevation Worship,spotify:track:2p3qr3HQBgsjeE5rFobSDy,0.242,0.604,2.0,-6.788,0.0394,0.245,0.0,0.451,0.461,207.553,564423.0,Wait On You | Elevation Worship & Maverick City,24733101.0
Wait a Minute!,WILLOW,spotify:track:0y60itmpH0aPKsFiGxmtnh,0.764,0.705,3.0,-5.279,0.0278,0.0371,1.94e-05,0.0943,0.672,101.003,196520.0,Wait a Minute! - Willow Smith (alternative music video),834934023.0
Wait and Bleed,Slipknot,spotify:track:15DLl1r2zi07Ssq5RT1yT0,0.382,0.996,7.0,-4.119,0.104,0.00208,0.0,0.417,0.327,93.345,147840.0,Slipknot - Wait And Bleed [OFFICIAL VIDEO] [HD],297647780.0
Wait for It,Leslie Odom Jr.-Original Broadway Cast of Hamilton,spotify:track:7EqpEBPOohgk7NnKvBGFWo,0.543,0.473,6.0,-9.638,0.157,0.124,4.04e-06,0.0922,0.519,86.534,193750.0,Wait for It,185779622.0
Wait for Me,Kings of Leon,spotify:track:2nO1DYEg1X5GHi8SSuNJQj,0.488,0.624,9.0,-8.357,0.0329,0.0263,0.00223,0.122,0.308,116.723,210133.0,Kings Of Leon - Wait For Me (Audio),110651662.0
Waitin',Los Pericos,spotify:track:7u9PRDogx5uVMFYRCsD1Dm,0.882,0.411,0.0,-13.449,0.0423,0.00638,2.83e-06,0.0946,0.866,98.032,168120.0,Los pericos - Waiting,48135750.0
Waitin' On a Woman,Brad Paisley,spotify:track:3uJggzf2q1lCOl8EiQHFvN,0.548,0.617,0.0,-7.093,0.0284,0.0848,5.13e-05,0.113,0.339,76.367,272587.0,Brad Paisley - Waitin' On A Woman,20594725.0
Waitin' for the Bus - 2006 Remaster,ZZ Top,spotify:track:2s0XwRidJ0uVeXThGbeCCk,0.701,0.371,7.0,-10.303,0.0907,0.0463,0.0835,0.148,0.86,99.537,173267.0,Waitin' for the Bus (2006 Remaster),15125996.0
Waiting,Bailey Zimmerman,spotify:track:37wfiB5kDHZbY5SeYlk7KE,0.514,0.626,6.0,-6.507,0.0288,0.389,3.19e-06,0.0834,0.3,150.047,217600.0,Bailey Zimmerman - Waiting (Lyric Video),8666878.0
Waiting All Night (feat. Ella Eyre),Rudimental,spotify:track:0g4qRoQ3Bh6puFzBA7fH3S,0.544,0.728,6.0,-5.358,0.05,0.00264,0.00959,0.427,0.281,174.983,292587.0,Rudimental - Waiting All Night (ft. Ella Eyre) [Official Video],204374871.0
Waiting For A Lifetime,John Newman,spotify:track:1Wm5An0CgcaLHkxtPYopfT,0.561,0.93,10.0,-3.593,0.035,0.0675,2.9e-05,0.201,0.542,122.991,172026.0,John Newman - Waiting For A Lifetime (Official Lyric Video),4912500.0
Waiting For Love,Avicii,spotify:track:2P4OICZRVAQcYAV2JReRfj,0.579,0.736,6.0,-3.863,0.0527,0.31,0.0,0.198,0.613,127.999,230613.0,Avicii - Waiting For Love,1087964968.0
Waiting For My Ruca,Sublime,spotify:track:3Cx9j78Z0NE6jYwBWvvV3P,0.925,0.229,4.0,-9.68,0.445,0.579,0.00578,0.116,0.168,104.273,140227.0,Sublime - Waiting For My Ruca (Official Music Video),38907764.0
Waiting In Vain,Bob Marley & The Wailers,spotify:track:58Zt987fK6gWxtO0MwEzPn,0.772,0.46,8.0,-11.489,0.327,0.0279,2.21e-05,0.0633,0.8,78.786,256240.0,,219794068.0
Waiting On A Miracle,Stephanie Beatriz,spotify:track:3oRW9ZGPRbLRMneQ5lwflt,0.48,0.554,1.0,-8.145,0.069,0.171,0.0,0.131,0.267,190.066,161840.0,"Stephanie Beatriz - Waiting On A Miracle (From ""Encanto"")",102734312.0
Waiting On The Sky To Change,Breaking Benjamin,spotify:track:5qMSuD0mfQVQSA0CjifBi0,0.369,0.933,5.0,-4.441,0.117,5.49e-05,0.0,0.348,0.307,168.059,244136.0,Waiting On The Sky To Change ft. Breaking Benjamin,10281203.0
Waiting On the World to Change,John Mayer,spotify:track:5imShWWzwqfAJ9gXFpGAQh,0.578,0.756,2.0,-5.82,0.115,0.157,0.000232,0.249,0.663,176.739,201173.0,John Mayer - Waiting On the World to Change (Official Video),333846640.0
Waiting for Superman,Daughtry,spotify:track:4AU7z13HYmPMetlWbq1mys,0.555,0.682,0.0,-5.711,0.0269,0.0029,0.0,0.0662,0.383,105.987,266960.0,Daughtry - Waiting for Superman,99274279.0
Waiting for a Girl like You,Foreigner,spotify:track:2OgVsp77En2nju8pnCieVU,0.33,0.469,10.0,-9.286,0.0335,0.31,2.3e-06,0.0402,0.433,201.327,292067.0,Foreigner - Waiting For A Girl Like You (Original Video),196845144.0
Wajahmu Mengalihkan Duniaku,Afgan,spotify:track:4z8CduM0gnyJxgLNrEvxEh,0.667,0.567,9.0,-4.114,0.0434,0.755,3.86e-06,0.0754,0.83,87.991,189507.0,Afgan - Wajahmu Mengalihkan Duniaku (Official MusicVideo),20267797.0
Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),Shakira,spotify:track:6bNB5gxFX6Q87DbQWb8OWZ,0.758,0.871,2.0,-6.408,0.147,0.0062,0.0,0.0663,0.753,126.994,202627.0,Shakira - Waka Waka (This Time for Africa) (The Official 2010 FIFA World Cup™ Song),629918488.0
Wake Me Up,Avicii,spotify:track:0nrRP2bk19rLc0orkWPQk2,0.532,0.783,2.0,-5.697,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427.0,Avicii - Wake Me Up (Official Video),1790784163.0
Wake Me Up - Acoustic,Aloe Blacc,spotify:track:5axBwqXk8lLdtdc1tLCNPn,0.544,0.608,2.0,-7.151,0.0345,0.397,0.0,0.14,0.396,114.882,225107.0,Aloe Blacc - Wake Me Up (Acoustic),95475594.0
Wake Me Up Before You Go-Go,Wham!,spotify:track:0ikz6tENMONtK6qGkOrU3c,0.62,0.573,0.0,-11.893,0.0423,0.271,0.0,0.0607,0.897,81.548,231333.0,Wham! - Wake Me Up Before You Go-Go (Official Video),730604626.0
Wake Me up When September Ends,Green Day,spotify:track:3ZffCQKLFLUvYM59XKLbVm,0.546,0.814,7.0,-5.146,0.0314,0.023,0.0,0.0972,0.146,104.98,285653.0,Green Day - Wake Me Up When September Ends [Official Music Video],572329705.0
Wake Up,Rage Against The Machine-Arcade Fire,spotify:track:2QiqwOVUctPRVggO9G1Zs5,0.411,0.893,7.0,-3.646,0.139,0.00563,0.00967,0.149,0.513,170.407,363853.0,Rage Against The Machine - Wake Up (Audio),96545317.0
Wake Up (feat. Lucy Rose),Logic,spotify:track:1wea451SlpJfqRy4YVK867,0.719,0.861,9.0,-3.245,0.177,0.0679,0.0,0.185,0.581,131.966,178182.0,Logic - Wake Up (feat. Lucy Rose) [Official Audio],2628606.0
Wake Up in the Sky,Gucci Mane-Kodak Black,spotify:track:2G1tXoGBaEMJ7FKGnkf6ud,0.8,0.578,4.0,-5.144,0.0485,0.00381,0.0,0.367,0.367,143.01,203161.0,"Gucci Mane, Bruno Mars, Kodak Black - Wake Up in The Sky [Official Music Video]",763102431.0
Wake Up! (feat. Kaleta),Purple Disco Machine,spotify:track:7sMYJtxTHZKCDr48rAoA4J,0.75,0.85,7.0,-5.925,0.0501,0.0451,0.00351,0.559,0.877,122.04,232745.0,"Purple Disco Machine, Bosq - Wake Up! ft. Kaleta",9109354.0
Waking Up,Cedric Gervais,spotify:track:40CAiRmr9j4tSdcJok5PJZ,0.629,0.845,11.0,-5.286,0.0339,0.00627,0.144,0.123,0.216,124.002,198043.0,"MJ Cole, Cedric Gervais & Freya Ridings - Waking Up (Official Video)",11683746.0
Waking Up Dreaming,Shania Twain,spotify:track:5cc1GqkadgfMlLszRXqdhM,0.567,0.737,1.0,-3.642,0.118,0.0264,0.0,0.0894,0.543,91.827,198802.0,Shania Twain - Waking Up Dreaming (Official Music Video),6605677.0
Waking the Demon,Bullet For My Valentine,spotify:track:1ZEoYuekZQo62DLFtPVdqT,0.306,0.995,2.0,-3.203,0.1,2.98e-05,0.00859,0.254,0.135,127.908,247693.0,Bullet For My Valentine - Waking The Demon Offical (HD),58863233.0
Waktu Yang Salah,Fiersa Besari,spotify:track:4qgIQcskrvj6nlypTvBm5k,0.666,0.276,7.0,-11.053,0.026,0.788,0.0,0.099,0.299,130.072,325947.0,FIERSA BESARI FEAT TANTRI - WAKTU YG SALAH ( Official Music Video ),135786623.0
Walk,Pantera-Foo Fighters,spotify:track:7fcfNW0XxTWlwVlftzfDOR,0.43,0.704,1.0,-8.008,0.0804,0.000155,0.00221,0.0933,0.703,118.242,315120.0,Pantera - Walk (Official Music Video) [4K],293570322.0
Walk Above the City,The Paper Kites,spotify:track:2i7sd9qKptLrkXLkwAOX15,0.686,0.245,0.0,-17.604,0.0272,0.862,0.534,0.109,0.286,99.012,240171.0,The Paper Kites - Walk Above The City (feat. MARO),10699848.0
Walk Away,Olivia-Franz Ferdinand,spotify:track:0L30xuyCkiFmdfCTbtutyr,0.606,0.722,6.0,-6.749,0.17,0.0712,0.0,0.563,0.599,145.776,200359.0,"""Walk Away"" (OFFICIAL MUSIC VIDEO)",897178.0
Walk Em Down (feat. Roddy Ricch),NLE Choppa-Roddy Ricch,spotify:track:1Z0cZI0UzNbP9L8MzzGxqf,0.867,0.744,2.0,-5.171,0.227,0.268,0.0,0.0713,0.645,84.005,173288.0,NLE Choppa - Walk Em Down feat. Roddy Ricch [Official Music Video],431406617.0
Walk It Talk It,Migos,spotify:track:6n4U3TlzUGhdSFbUUhTvLP,0.907,0.633,2.0,-5.145,0.184,0.0876,2.6e-06,0.106,0.395,145.914,276147.0,Migos - Walk It Talk It ft. Drake (Official Video),675438899.0
Walk On By,Thundercat,spotify:track:6fkL9CjWmjeV6vfDxTp9OZ,0.825,0.302,8.0,-11.651,0.282,0.204,0.0,0.0762,0.747,94.956,199137.0,Thundercat - 'Walk On By (feat. Kendrick Lamar)',31070678.0
Walk On Water,Thirty Seconds To Mars,spotify:track:6FT9FZccFD6nE8dMNslz2n,0.495,0.787,8.0,-6.89,0.0368,9.16e-05,0.0,0.167,0.388,140.003,185467.0,Thirty Seconds To Mars - Walk On Water (Official Music Video),143197277.0
Walk This Way,Aerosmith,spotify:track:4JfuiOWlWCkjP6OKurHjSn,0.653,0.73,5.0,-10.613,0.0429,0.0115,1.02e-05,0.0776,0.894,108.709,220311.0,RUN DMC - Walk This Way (Official HD Video) ft. Aerosmith,392902327.0
Walk of Life,Dire Straits,spotify:track:423o3ZHIaBtGXyhF1uH41a,0.461,0.936,4.0,-6.866,0.109,0.435,9.13e-05,0.124,0.804,172.404,252467.0,Dire Straits - Walk Of Life,
Walk with Me In Hell,Lamb of God,spotify:track:6vjvewW34Y3UiGQtJokGlY,0.286,0.982,0.0,-3.828,0.131,3.39e-05,0.00675,0.309,0.118,110.629,311507.0,Lamb of God - Walk with Me In Hell (Official Video),46480715.0
Walkin,Denzel Curry,spotify:track:1q8DwZtQen5fvyB7cKbShC,0.557,0.654,11.0,-7.201,0.196,0.134,0.0,0.291,0.386,135.983,280000.0,Denzel Curry - Walkin (Official Music Video),53628806.0
Walkin' Back to Georgia,Jim Croce,spotify:track:51ueZKM83MTRv9rgiDfI6Y,0.661,0.518,6.0,-10.061,0.0319,0.621,1.78e-05,0.0953,0.776,127.266,170760.0,Jim Croce - Walkin' back to Georgia,74044787.0
Walkin' On The Sun,Smash Mouth,spotify:track:4TQeNHx85xcP9YRkvJC6K1,0.745,0.972,6.0,-5.598,0.0316,0.346,0.0,0.148,0.968,123.067,207787.0,Smash Mouth - Walkin' On The Sun (Official Music Video),125554975.0
Walking Away,Craig David,spotify:track:3R7fjB38qajI6JR69y5k4e,0.596,0.688,9.0,-6.367,0.0345,0.196,0.0,0.121,0.817,172.837,204867.0,Craig David - Walking Away (Official Video),
Walking In the Rain,The Ronettes,spotify:track:7MJPH9KJ0dCpHFMnDViuiu,0.5,0.655,10.0,-8.313,0.0308,0.386,0.0,0.0915,0.41,107.75,196867.0,The Ronettes - Walking In The Rain - 1964,3838902.0
Walking On A Dream,Empire of the Sun,spotify:track:5r5cp9IpziiIsR6b93vcnQ,0.871,0.701,5.0,-5.594,0.0458,0.257,7.52e-06,0.0589,0.716,126.975,198440.0,Empire Of The Sun - Walking On A Dream (Official Music Video),651075024.0
Walking On The Moon,The Police,spotify:track:62uLNJgVZaFiEiKV4LpoYJ,0.514,0.34,0.0,-12.779,0.0537,0.00142,0.0173,0.213,0.269,145.992,300827.0,The Police - Walking On The Moon,108649585.0
Walking in Memphis,Cher,spotify:track:1vqHGUpTHvCVqKOPBlcJtG,0.696,0.679,2.0,-7.363,0.0305,0.587,0.0,0.165,0.527,128.982,235493.0,Cher - Walking In Memphis (Official Music Video),81237570.0
Walking on Broken Glass,Annie Lennox,spotify:track:4CcSw8wQAHYf4XNckayPoc,0.749,0.562,0.0,-8.45,0.0281,0.215,1.1e-06,0.105,0.807,115.008,253296.0,Annie Lennox - Walking on Broken Glass (Official Video),145102289.0
Walking on Sunshine,Leona Lewis,spotify:track:0HN7GmOAt504PMZz0q3NyM,0.685,0.79,8.0,-6.148,0.0285,0.0078,1.71e-05,0.0668,0.953,110.98,221213.0,Walking on Sunshine,10207551.0
Walls Could Talk,Halsey,spotify:track:5ln5yQdUywVbf8HhFsOcd6,0.626,0.423,1.0,-6.035,0.0513,0.128,0.0,0.18,0.571,95.162,101790.0,Halsey - Walls Could Talk (Vevo Presents),265621124.0
Walls Talking,Kevin Gates,spotify:track:7mmutL2N2jtIN3qLIMAQO7,0.8,0.695,1.0,-5.516,0.248,0.0384,0.0,0.115,0.341,155.02,173419.0,Kevin Gates - Walls Talking [Official Music Video],46053223.0
Walter Time,José González,spotify:track:4Ko5h5WkSyJiov1rVJUFr6,0.826,0.106,11.0,-24.467,0.0758,0.964,0.727,0.0956,0.0562,120.039,59640.0,José González - Stay Alive (Official Video),1982125.0
Waltz,Fabrizio Paterlini,spotify:track:73fZnvwSUlWwt9LLRkknzs,0.27,0.0516,8.0,-33.766,0.0442,0.986,0.953,0.112,0.199,87.587,64788.0,Fabrizio Paterlini  -  Waltz,5343816.0
Waltz #2 (XO),Elliott Smith,spotify:track:5AMrnF761nziCWUfjBgRUI,0.633,0.49,10.0,-7.668,0.0255,0.395,6.92e-05,0.0886,0.66,132.178,280107.0,Waltz #2 (XO),38696452.0
Wandering Star,Empire of the Sun,spotify:track:0eWYHgm4geQQT8IodrBhTh,0.689,0.721,1.0,-6.818,0.0347,0.319,0.0,0.207,0.665,110.046,196693.0,Empire of the Sun- Wandering Star (Official Music Video),2286115.0
Wanna Be That Song,Brett Eldredge,spotify:track:1XazlqB4YAtvouCmJPWXlM,0.518,0.686,9.0,-4.911,0.0313,0.114,0.0,0.114,0.334,144.065,236227.0,Brett Eldredge - Wanna Be That Song (Official Music Video),91515971.0
Wanna Love You Girl - Main,Robin Thicke,spotify:track:0KM6AKdy0UPr7U4s7nPuwc,0.902,0.358,9.0,-9.032,0.15,0.0285,0.00992,0.0917,0.773,116.025,263280.0,"Robin Thicke, Pharrell - Wanna Love You Girl (Official Music Video)",13407291.0
Wannabe,Spice Girls,spotify:track:1Je1IMUlBXcx1Fz0WE7oPT,0.768,0.864,11.0,-6.145,0.0324,0.101,0.0,0.162,0.891,110.008,173027.0,Spice Girls - Wannabe (Official Music Video),832914421.0
Want Her,Mustard,spotify:track:4zrwPfq5ENLzjq41Txs2HR,0.828,0.607,1.0,-6.241,0.0432,0.0769,0.000683,0.108,0.409,101.012,275560.0,"DJ Mustard - Want Her ft. Quavo, YG (Official Video)",156263300.0
Want U Around (feat. Ruel),Omar Apollo,spotify:track:1Qu24vc8msUVLcMZWa4k1x,0.571,0.443,0.0,-6.76,0.0451,0.3,6.95e-06,0.101,0.621,143.923,247720.0,Omar Apollo - Want U Around feat. Ruel (Official Audio),51121838.0
Want You Back,Grey,spotify:track:0BWx2N8CosqHVKkofenY3R,0.758,0.519,0.0,-5.832,0.0362,0.116,0.0,0.183,0.417,92.99,176827.0,Grey - Want You Back (feat. LEON) [Official Music Video],14124057.0
Want You Bad,The Offspring,spotify:track:6hwQ69v7VbPhTTR2fOtYX7,0.491,0.966,4.0,-4.28,0.0538,5.59e-05,0.0,0.307,0.614,105.544,202573.0,The Offspring - Want You Bad (Official Music Video),153088143.0
Want to Want Me,Jason Derulo,spotify:track:7oGZAicScQt96OAW4AruYy,0.775,0.68,0.0,-5.508,0.0629,0.00906,0.0,0.109,0.656,114.025,207719.0,"Jason Derulo - ""Want To Want Me"" (Official Video)",908429469.0
Wanted,Daya,spotify:track:1lGVyEkGHUz7Pg78QGaS4a,0.693,0.674,5.0,-4.449,0.0723,0.185,0.0,0.0639,0.378,95.972,160998.0,"NOTD, Daya - Wanted (Lyric Video)",49733613.0
Wanted Dead Or Alive,Bon Jovi,spotify:track:0oerlffJSzhRVvtDfLcp3N,0.252,0.802,7.0,-3.976,0.0391,0.13,0.0146,0.309,0.253,150.056,308667.0,Bon Jovi - Wanted Dead Or Alive (Official Music Video),335808355.0
Wanted You (feat. Lil Uzi Vert),NAV,spotify:track:1Faq8G2y56A8fRv7HsLq25,0.797,0.731,9.0,-4.443,0.0479,0.229,0.0,0.224,0.623,146.93,228387.0,NAV - Wanted You ft. Lil Uzi Vert (Vertical Video),314970213.0
Wants and Needs (feat. Lil Baby),Lil Baby,spotify:track:65OVbaJR5O1RmwOQx0875b,0.578,0.449,1.0,-6.349,0.286,0.0618,2.17e-06,0.119,0.1,136.006,192956.0,"Drake ft. Lil Baby ""Wants and Needs"" (Music Video)",564066446.0
War,Sum 41-Aitch,spotify:track:23Vf9hNoBN8AacpUUHbiRy,0.393,0.899,1.0,-4.105,0.0491,0.000811,0.0,0.313,0.54,175.926,209667.0,Sum 41 - War (Official Music Video),41954575.0
War Ensemble,Slayer,spotify:track:1E0yt5XSdjE9NOu897RilW,0.332,0.988,8.0,-4.111,0.146,7.65e-05,0.0126,0.055,0.097,98.878,291733.0,Slayer - War Ensemble,24038980.0
War Pigs / Luke's Wall - 2012 - Remaster,Black Sabbath,spotify:track:2rd9ETlulTbz6BYZcdvIE1,0.332,0.623,9.0,-12.363,0.08,0.222,0.000895,0.278,0.413,183.097,474360.0,War Pigs / Luke's Wall (2012 - Remaster),
War of Change,Thousand Foot Krutch,spotify:track:1qUHD9oPIMFHKpR12NY2KC,0.531,0.887,5.0,-4.417,0.0329,0.00261,0.000512,0.0657,0.626,104.055,231665.0,Thousand Foot Krutch: War of Change (Official Music Video),114963122.0
Warm - Remix,Skepta,spotify:track:3Hha9pVZsWGwQiFKvsMrwS,0.87,0.65,2.0,-7.706,0.385,0.418,0.0,0.118,0.726,142.975,187972.0,K-Trap Ft Skepta - Warm Remix (Official Video),6217206.0
Warm Embrace,Lofi Fruits Music-Chill Fruits Music,spotify:track:6qE6lp4XPolrzZ6t3zyULv,0.274,0.0377,7.0,-29.442,0.032,0.927,0.939,0.096,0.0613,55.872,146125.0,Warm Embrace,3952766.0
Warrior,Disturbed,spotify:track:2TNPagu8Z4zvDOpmnktF00,0.549,0.969,1.0,-2.763,0.049,1.16e-05,0.106,0.104,0.348,101.055,204827.0,Warrior - Disturbed,93269938.0
Warriors,League of Legends,spotify:track:3f4fc8c8unrQeKecmUPEDR,0.14,0.478,1.0,-10.145,0.0484,0.1,0.000112,0.105,0.0412,185.121,204587.0,Warriors | Season 2020 Cinematic - League of Legends (ft. 2WEI and Edda Hayes),143963125.0
Warsaw - 2010 Remaster,Joy Division,spotify:track:58vvxoXqQicDlUFJHfOuEs,0.561,0.7,0.0,-8.82,0.0798,0.356,2.96e-05,0.0723,0.607,82.857,144662.0,Warsaw (2010 Remaster),10874159.0
Was Besseres,AYLIVA,spotify:track:0JTz8ZeBJtnjRIWiJnHFdO,0.75,0.514,4.0,-7.749,0.0478,0.0528,0.0,0.106,0.307,89.94,163500.0,AYLIVA x MUDI - Was Besseres (Official Video),20442655.0
Was du nicht weisst,AYLIVA,spotify:track:3ahWkIbu2Tl56O75Z4HvXP,0.642,0.292,0.0,-10.017,0.0347,0.534,0.0,0.174,0.239,130.378,96653.0,Was du nicht weisst,5150262.0
